"Peak Brightness Date/Time (UT)","Latitude (deg.)","Longitude (deg.)","Altitude (km)","Velocity (km/s)","vx","vy","vz","Total Radiated Energy (J)","Calculated Total Impact Energy (kt)"
"2008-08-16 14:40:24","11.3N","97.2E","","","","","","13.1e10","0.38"
"2008-08-12 11:44:10","11.6S","175.0W","","","","","","2.0e10","0.073"
"2008-08-07 06:07:10","18.5N","180.0E","45.4","13.8","6.5","-12.1","1.7","4.1e10","0.14"
"2008-07-23 14:45:25","38.6N","68.0E","31.5","14.5","-7.7","-8.2","-9.1","12.1e10","0.36"
"2008-07-22 19:34:00","17.8S","89.2W","54.4","","","","","6.1e10","0.2"
"2008-07-11 14:35:28","","","","","","","","5.2e10","0.17"
"2008-07-08 15:55:30","72.8N","147.3E","52.2","21.7","-12.9","1.9","-17.4","6.6e10","0.21"
"2008-07-01 17:40:19","37.1N","115.7W","36.1","9.8","2.8","1.7","-9.2","3.6e10","0.12"
"2008-06-27 02:01:23","26.9S","17.7W","33.7","23.1","-17.9","13.0","6.6","17.2e10","0.49"
"2008-06-18 13:45:36","6.1N","103.1E","","","","","","2.1e10","0.076"
"2008-05-29 21:23:56","15.7N","83.5W","","","","","","2.1e10","0.076"
"2008-05-24 10:18:10","0.8N","162.0E","37.0","14.2","7.9","3.1","11.4","15.0e10","0.43"
"2008-05-22 20:50:28","46.9N","134.5E","","","","","","2.1e10","0.076"
"2008-05-15 11:29:55","28.0N","41.5W","","","","","","8.0e10","0.25"
"2008-05-06 01:08:56","","","","","","","","5.7e10","0.18"
"2008-04-30 01:18:38","33.6S","35.1W","","","","","","2.0e10","0.073"
"2008-04-07 01:22:28","31.8S","58.5W","","","","","","2.1e10","0.076"
"2008-04-06 16:03:34","","","","","","","","7.7e10","0.24"
"2008-03-15 11:29:55","28.0N","41.5W","26.7","12.9","-4.1","4.8","-11.2","5.0e10","0.16"
"2008-02-24 19:33:14","","","","","","","","7.4e10","0.23"
"2008-02-19 13:30:30","48.9N","119.8W","","","","","","2.0e10","0.073"
"2008-02-18 08:51:12","","","","","","","","5.0e10","0.16"
"2008-02-17 12:19:16","74.9N","73.4W","40.4","13.9","-5.8","-10.7","-6.7","11.0e10","0.33"
"2008-02-16 08:38:39","","","","","","","","7.1e10","0.22"
"2008-01-18 01:17:39","","","","","","","","4.4e10","0.15"
"2008-01-09 03:53:15","66.8S","67.3W","31.5","11.6","4.3","5.7","9.1","4.1e10","0.14"
"2007-12-26 06:46:20","61.6S","158.9W","","","","","","13.6e10","0.4"
"2007-12-20 17:00:48","51.3N","115.4E","","","","","","12.2e10","0.36"
"2007-10-25 19:35:38","40.9S","91.3E","46.3","","","","","5.8e10","0.19"
"2007-10-12 09:14:03","88.5N","116.6E","37.0","18.4","-4.5","-14.1","-10.9","3.3e10","0.11"
"2007-10-07 13:31:01","35.2S","125.6E","","","","","","5.8e10","0.19"
"2007-09-22 17:57:12","49.2S","85.5W","30.2","16.9","-9.2","13.6","3.8","23.7e10","0.65"
"2007-06-11 09:47:05","23.4S","170.9W","35.2","17.0","16.7","-2.1","-2.2","4.9e10","0.16"
"2007-06-08 13:32:00","52.0S","175.3E","38.9","","","","","23.5e10","0.65"
"2007-06-07 21:28:12","21.9N","53.1E","29.6","","","","","3.1e10","0.11"
"2007-05-16 16:20:58","4.5S","111.7E","","","","","","3.8e10","0.13"
"2007-05-16 04:45:52","42.4S","164.0E","31.5","","","","","40.0e10","1"
"2007-05-04 17:52:39","22.9N","109.4E","48.0","","","","","17.5e10","0.5"
"2007-04-18 12:44:23","83.7S","171.2W","38.0","24.4","-5.3","-2.5","23.7","11.2e10","0.33"
"2007-04-16 14:56:51","","","","","","","","2.4e10","0.086"
"2007-03-17 06:48:35","7.1N","4.1E","32.5","14.5","-7.3","-1.9","-12.4","4.0e10","0.13"
"2007-03-15 02:20:15","44.1S","148.4W","","","","","","2.5e10","0.089"
"2007-03-07 15:16:49","","","","","","","","2.7e10","0.095"
"2007-02-02 12:48:41","24.0N","37.2W","35.5","","","","","34.0e10","0.89"
"2007-01-26 22:22:21","3.7N","99.7E","","","","","","14.7e10","0.43"
"2007-01-22 07:24:56","45.4N","53.5E","32.0","13.4","-3.3","-12.8","-1.9","7.6e10","0.24"
"2007-01-18 13:51:10","5.3N","164.3W","34.1","","","","","3.2e10","0.11"
"2007-01-17 09:50:46","8.7S","50.8E","33.3","","","","","54.8e10","1.4"
"2007-01-01 11:43:29","44.4N","116.5E","53.0","","","","","3.6e10","0.12"
"2006-12-09 06:31:12","26.2N","26.0E","26.5","15.9","4.9","-15.0","1.6","741.0e10","14"
"2006-12-07 11:42:00","14.0N","140.0W","","","","","","2.1e10","0.076"
"2006-12-01 06:09:25","13.0S","30.7E","","","","","","6.3e10","0.2"
"2006-11-13 15:16:34","44.0S","43.3E","","","","","","2.3e10","0.082"
"2006-10-24 08:42:52","1.9S","2.7W","43.0","","","","","22.5e10","0.62"
"2006-10-14 18:10:49","49.4N","175.0W","44.4","23.9","4.9","23.4","-1.0","25.8e10","0.7"
"2006-10-09 04:45:30","47.0S","78.9E","22.2","","","","","4.1e10","0.14"
"2006-10-07 12:18:53","23.0S","61.8W","40.7","","","","","4.1e10","0.14"
"2006-10-02 19:10:27","14.0N","53.1E","42.0","","","","","9.0e10","0.28"
"2006-09-27 08:33:43","32.0S","60.2E","48.1","","","","","10.7e10","0.32"
"2006-09-23 18:52:58","29.0S","108.0W","","","","","","12.1e10","0.36"
"2006-09-02 17:57:58","","","","","","","","2.2e10","0.079"
"2006-09-02 04:26:15","14.0S","109.1E","44.1","14.2","10.0","-9.9","1.5","123.0e10","2.8"
"2006-08-29 01:38:36","44.0S","162.0W","40.7","","","","","9.2e10","0.28"
"2006-08-18 00:03:18","43.0S","33.4E","47.2","","","","","3.2e10","0.11"
"2006-08-17 10:43:34","11.0S","165.7E","48.2","","","","","25.6e10","0.7"
"2006-08-15 10:52:24","4.9N","49.6E","32.7","","","","","4.7e10","0.16"
"2006-08-09 04:30:44","23.1S","53.7E","37.0","","","","","102.0e10","2.4"
"2006-07-15 23:55:45","78.3S","5.0W","29.6","12.4","0.1","2.0","12.2","8.5e10","0.26"
"2006-07-15 15:22:49","31.1N","45.6E","38.9","30.2","9.2","-1.2","-28.7","16.3e10","0.47"
"2006-06-07 00:06:28","69.2N","22.5E","40.7","19.6","6.1","4.6","-18.0","5.9e10","0.19"
"2006-05-28 01:32:24","","","","","","","","2.6e10","0.092"
"2006-05-21 07:51:11","11.6S","25.5W","","","","","","26.3e10","0.71"
"2006-05-07 17:45:14","","","","","","","","3.0e10","0.1"
"2006-05-06 15:39:06","60.2S","152.3W","35.2","","","","","12.8e10","0.38"
"2006-04-25 18:46:53","","","","","","","","2.0e10","0.073"
"2006-04-08 13:16:23","17.3N","113.2W","33.3","","","","","12.7e10","0.37"
"2006-04-04 11:30:08","26.6N","26.6W","25.0","","","","","240.0e10","5"
"2006-03-14 03:21:06","7.0N","64.6W","35.2","","","","","14.4e10","0.42"
"2006-02-26 07:30:06","","","","","","","","7.0e10","0.22"
"2006-02-06 01:57:37","54.5S","18.1E","35.2","","","","","119.0e10","2.7"
"2006-02-04 08:38:05","36.9N","143.6W","38.9","19.8","-8.8","3.4","-17.4","10.0e10","0.3"
"2006-01-28 03:33:48","51.7S","56.4E","37.0","18.7","8.4","-16.4","3.2","74.0e10","1.8"
"2006-01-27 01:27:42","58.7N","74.7E","20.0","","","","","4.5e10","0.15"
"2006-01-26 00:00:53","79.8S","111.0W","37.0","","","","","5.3e10","0.17"
"2006-01-10 23:25:28","29.8N","12.7W","32.4","16.9","-9.9","-6.3","-12.2","2.8e10","0.098"
"2006-01-08 05:20:19","7.6N","28.2W","","","","","","9.4e10","0.29"
"2005-12-29 10:05:35","3.0S","154.9W","42.2","20.7","18.6","8.5","3.2","19.0e10","0.53"
"2005-12-24 15:30:26","54.0S","17.3E","66.0","","","","","18.1e10","0.51"
"2005-12-03 12:45:49","33.8S","117.4E","32.2","17.0","-12.1","-9.6","7.2","8.8e10","0.27"
"2005-12-01 10:40:20","6.4S","155.8W","","","","","","3.2e10","0.11"
"2005-11-29 07:33:16","7.6N","58.2W","59.3","","","","","3.2e10","0.11"
"2005-11-15 05:19:07","26.3N","113.4W","32.4","","","","","2.5e10","0.089"
"2005-11-11 20:34:23","21.4N","134.1W","29.6","","","","","4.2e10","0.14"
"2005-11-09 07:33:08","31.0S","145.9E","30.7","13.8","13.5","-2.7","-0.7","7.3e10","0.23"
"2005-11-02 07:04:32","33.9N","154.9W","68.5","","","","","3.2e10","0.11"
"2005-11-02 05:16:47","22.9N","123.8W","74.0","","","","","6.7e10","0.21"
"2005-10-26 21:30:47","36.3S","80.5W","16.7","","","","","13.8e10","0.4"
"2005-09-30 19:04:06","2.8S","84.1W","53.0","","","","","2.2e10","0.079"
"2005-09-14 01:08:52","11.6N","27.3E","33.3","","","","","2.5e10","0.089"
"2005-09-02 07:59:47","13.5N","73.1E","","","","","","8.2e10","0.25"
"2005-08-20 12:10:24","","","","","","","","2.7e10","0.095"
"2005-08-09 14:35:45","21.5S","56.2E","37.0","16.9","-16.3","4.3","1.4","2.5e10","0.089"
"2005-07-01 22:36:15","49.8S","33.1E","50.0","","","","","3.1e10","0.11"
"2005-06-18 19:40:41","47.9N","85.6E","","","","","","2.3e10","0.082"
"2005-06-05 01:56:09","34.8N","90.9E","","","","","","4.1e10","0.14"
"2005-06-03 08:15:41","31.0S","90.3W","29.6","26.2","-1.5","25.3","6.7","8.2e10","0.25"
"2005-05-27 14:12:13","48.9S","145.1E","50.5","","","","","2.0e10","0.073"
"2005-05-14 13:02:53","","","","","","","","12.9e10","0.38"
"2005-05-07 09:31:44","75.8S","163.7E","15.2","16.6","9.6","-9.7","9.4","2.6e10","0.092"
"2005-05-02 20:10:36","17.7N","36.0E","","","","","","4.6e10","0.15"
"2005-04-22 11:18:05","20.9N","36.7W","37.0","","","","","2.2e10","0.079"
"2005-04-19 07:37:47","50.2S","146.4W","38.5","16.8","9.3","13.8","2.5","23.2e10","0.64"
"2005-04-16 10:40:38","","","","","","","","2.0e10","0.073"
"2005-04-15 06:54:59","43.8S","73.9W","39.0","","","","","2.1e10","0.076"
"2005-04-14 14:05:22","4.9N","176.0W","26.5","","","","","7.1e10","0.22"
"2005-04-11 05:20:29","34.2S","95.7W","37.0","","","","","10.6e10","0.32"
"2005-04-06 01:30:24","42.7S","154.6E","70.0","","","","","2.9e10","0.1"
"2005-04-05 17:48:07","","","","","","","","3.5e10","0.12"
"2005-04-03 01:45:29","1.0S","112.4E","59.2","","","","","21.9e10","0.61"
"2005-04-02 22:52:25","14.1N","169.7E","27.2","","","","","20.4e10","0.57"
"2005-03-31 22:15:55","42.8N","36.2W","","","","","","3.8e10","0.13"
"2005-03-18 16:48:32","9.7S","34.7W","33.0","","","","","2.7e10","0.095"
"2005-03-12 22:16:31","","","","","","","","2.2e10","0.079"
"2005-03-09 15:47:36","21.4S","157.9W","44.4","","","","","5.3e10","0.17"
"2005-03-09 12:49:08","14.3N","142.7E","30.7","","","","","4.0e10","0.13"
"2005-03-06 17:32:51","","","","","","","","5.5e10","0.18"
"2005-02-22 22:51:06","","","","","","","","4.1e10","0.14"
"2005-02-17 22:52:36","48.0N","161.5W","42.5","","","","","10.0e10","0.3"
"2005-01-19 01:43:14","27.5S","164.9W","40.7","","","","","14.1e10","0.41"
"2005-01-02 23:09:51","21.3S","154.7E","35.2","21.5","20.2","-3.3","6.6","11.9e10","0.35"
"2005-01-01 03:44:09","32.7N","12.4E","31.8","","","","","45.4e10","1.2"
"2004-12-29 07:11:45","8.5S","171.8E","","","","","","9.0e10","0.28"
"2004-12-13 11:35:55","9.7S","155.3E","","","","","","3.9e10","0.13"
"2004-12-11 15:36:51","36.0N","104.1E","","","","","","3.0e10","0.1"
"2004-11-30 08:32:53","61.0N","171.0W","","","","","","18.1e10","0.51"
"2004-11-17 03:13:04","","","","","","","","18.6e10","0.52"
"2004-10-14 11:41:01","","","","","","","","9.3e10","0.28"
"2004-10-10 11:05:28","","","","","","","","3.0e10","0.1"
"2004-10-07 13:14:43","27.3S","71.5E","35.0","19.2","-15.3","1.0","11.6","1.04e13","18"
"2004-10-04 04:39:52","3.7N","150.9W","","","","","","7.1e10","0.22"
"2004-09-28 08:57:28","0.2N","101.1W","","","","","","6.2e10","0.2"
"2004-09-03 12:07:22","67.7S","18.2E","31.5","","","","","726.0e10","13"
"2004-08-22 10:01:33","51.9S","22.7E","37.0","","","","","144.0e10","3.2"
"2004-07-29 12:41:45","","","","","","","","2.5e10","0.089"
"2004-07-25 05:29:13","","","","","","","","19.7e10","0.55"
"2004-07-22 03:34:31","","","","","","","","3.5e10","0.12"
"2004-07-16 00:11:01","","","","","","","","2.9e10","0.1"
"2004-07-04 16:58:04","","","","","","","","7.9e10","0.25"
"2004-07-03 20:47:22","","","","","","","","6.5e10","0.21"
"2004-06-12 07:13:56","21.7N","175.3E","","","","","","10.4e10","0.31"
"2004-06-11 15:41:40","","","","","","","","10.4e10","0.31"
"2004-06-05 20:34:10","1.3N","174.4W","43.0","19.5","9.4","17.0","-1.5","181.0e10","3.9"
"2004-06-04 13:41:38","","","","","","","","33.9e10","0.89"
"2004-06-03 21:59:15","","","","","","","","4.7e10","0.16"
"2004-06-03 09:40:12","48.9N","120.4W","","","","","","5.4e10","0.18"
"2004-05-18 11:12:12","28.1S","47.4W","","","","","","39.4e10","1"
"2004-05-17 02:08:27","18.9S","28.3E","44.0","","","","","5.5e10","0.18"
"2004-05-06 02:22:49","","","","","","","","4.9e10","0.16"
"2004-04-23 00:33:41","","","","","","","","5.6e10","0.18"
"2004-04-22 21:19:55","15.2S","55.1E","","","","","","13.9e10","0.41"
"2004-04-22 04:21:49","44.3S","83.3E","29.6","16.3","8.5","-12.1","-6.8","62.4e10","1.5"
"2004-04-06 03:24:49","12.0S","162.8E","35.0","25.6","10.5","-23.2","-2.9","43.3e10","1.1"
"2004-03-26 16:35:45","7.6S","155.1E","46.0","","","","","2.4e10","0.086"
"2004-03-25 09:39:26","4.8S","21.0E","","","","","","2.1e10","0.076"
"2004-02-27 01:18:54","","","","","","","","6.0e10","0.19"
"2004-02-02 18:52:20","18.3S","52.3E","","","","","","3.0e10","0.1"
"2004-01-22 01:06:43","50.6S","157.8E","37.0","","","","","23.2e10","0.64"
"2004-01-17 20:11:02","","","","","","","","2.8e10","0.098"
"2004-01-16 11:17:06","","","","","","","","9.8e10","0.3"
"2004-01-02 04:27:59","28.2S","3.2E","63.0","","","","","13.4e10","0.39"
"2003-12-09 22:36:23","67.1S","90.8W","","","","","","64.3e10","1.6"
"2003-11-26 02:00:04","22.9S","22.7E","32.0","","","","","3.5e10","0.12"
"2003-11-10 13:54:06","64.5S","136.2E","23.0","20.1","14.8","-8.7","10.4","51.8e10","1.3"
"2003-11-01 14:09:30","51.4S","151.7E","","","","","","7.3e10","0.23"
"2003-10-16 00:47:28","","","","","","","","28.5e10","0.77"
"2003-10-13 14:06:59","","","","","","","","3.0e10","0.1"
"2003-10-07 00:23:56","","","","","","","","3.7e10","0.13"
"2003-09-27 12:59:02","21.0N","86.6E","26.0","18.2","-1.0","-5.4","-17.3","215.0e10","4.6"
"2003-09-22 03:45:43","","","","","","","","3.3e10","0.11"
"2003-09-21 07:40:00","","","","","","","","2.0e10","0.073"
"2003-09-20 19:04:01","","","","","","","","3.0e10","0.1"
"2003-09-02 20:00:46","51.3N","161.0W","","","","","","38.5e10","1"
"2003-08-26 22:08:45","","","","","","","","7.2e10","0.23"
"2003-08-26 08:44:07","","","","","","","","24.9e10","0.68"
"2003-08-17 13:16:07","39.0S","34.0E","","","","","","64.7e10","1.6"
"2003-08-01 04:09:32","","","","","","","","2.1e10","0.076"
"2003-07-21 05:11:28","","","","","","","","5.8e10","0.19"
"2003-06-22 22:53:28","","","","","","","","2.1e10","0.076"
"2003-06-21 14:49:57","","","","","","","","3.8e10","0.13"
"2003-06-16 17:17:19","","","","","","","","6.5e10","0.21"
"2003-06-10 14:11:07","41.8S","122.9E","","","","","","3.2e10","0.11"
"2003-05-27 23:32:32","5.2N","166.2E","","","","","","6.8e10","0.22"
"2003-05-19 03:38:12","","","","","","","","52.1e10","1.3"
"2003-05-18 07:51:40","","","","","","","","2.1e10","0.076"
"2003-05-15 06:28:32","54.0N","80.4W","","","","","","4.3e10","0.14"
"2003-04-28 13:06:46","","","","","","","","2.3e10","0.082"
"2003-04-13 17:58:41","14.8N","64.5E","17.0","","","","","17.5e10","0.5"
"2003-04-07 09:25:28","18.4S","162.6E","","","","","","2.2e10","0.079"
"2003-04-01 04:40:55","","","","","","","","3.1e10","0.11"
"2003-03-27 05:50:26","41.4N","87.7W","45.0","","","","","14.2e10","0.41"
"2003-02-25 23:13:28","40.0N","116.0E","","","","","","3.3e10","0.11"
"2003-02-12 23:45:57","","","","","","","","7.9e10","0.25"
"2003-02-12 02:37:54","31.5S","107.5E","","","","","","12.0e10","0.36"
"2003-02-06 17:00:19","62.9S","113.9W","","","","","","19.7e10","0.55"
"2003-02-05 06:16:27","","","","","","","","10.3e10","0.31"
"2003-02-04 14:07:08","59.9S","41.0E","","","","","","13.5e10","0.4"
"2003-01-30 06:02:59","","","","","","","","10.7e10","0.32"
"2002-11-28 15:41:53","","","","","","","","4.6e10","0.15"
"2002-11-21 00:11:17","1.4S","154.0W","","","","","","24.0e10","0.66"
"2002-11-12 21:49:56","21.1S","6.8W","","","","","","4.3e10","0.14"
"2002-11-10 22:13:54","16.0N","166.0W","","","","","","46.0e10","1.2"
"2002-10-09 12:00:35","4.3S","175.9W","","","","","","4.9e10","0.16"
"2002-10-04 10:08:01","","","","","","","","11.7e10","0.35"
"2002-09-24 16:48:57","57.9N","112.9E","","","","","","86.0e10","2"
"2002-08-14 07:48:32","6.9S","126.2W","","","","","","9.0e10","0.28"
"2002-08-11 20:42:53","18.2S","159.4E","","","","","","151.0e10","3.3"
"2002-08-10 18:01:51","","","","","","","","2.5e10","0.089"
"2002-07-25 15:57:32","28.7S","47.0E","","","","","","23.0e10","0.63"
"2002-07-22 11:16:02","34.0N","106.1E","","","","","","5.3e10","0.17"
"2002-06-29 16:31:55","","","","","","","","15.9e10","0.46"
"2002-06-15 11:51:18","","","","","","","","2.9e10","0.1"
"2002-06-13 15:29:38","24.9S","111.4E","","","","","","19.1e10","0.54"
"2002-06-02 04:28:20","34.0N","21.0E","","","","","","450.0e10","8.8"
"2002-04-03 19:10:21","5.3S","27.1E","","","","","","18.2e10","0.51"
"2002-04-02 02:36:28","","","","","","","","3.2e10","0.11"
"2002-03-28 21:29:56","","","","","","","","2.7e10","0.095"
"2002-03-19 05:56:10","","","","","","","","8.3e10","0.26"
"2002-03-19 02:56:52","","","","","","","","5.3e10","0.17"
"2002-03-18 14:44:57","60.4S","120.5W","","","","","","2.0e10","0.073"
"2002-03-09 01:20:24","6.9N","147.3W","","","","","","24.9e10","0.68"
"2002-03-03 21:10:55","37.5N","154.0E","","","","","","8.2e10","0.25"
"2002-03-01 03:53:59","29.2N","66.8W","","","","","","3.8e10","0.13"
"2002-02-09 19:50:26","17.7S","138.7E","","","","","","7.0e10","0.22"
"2002-02-01 19:07:54","60.7N","116.6E","","","","","","7.0e10","0.22"
"2002-01-20 16:42:04","48.4N","165.0W","","","","","","10.4e10","0.31"
"2002-01-03 12:19:37","","","","","","","","12.3e10","0.36"
"2001-12-14 17:58:04","","","","","","","","15.1e10","0.44"
"2001-12-12 16:56:13","","","","","","","","9.8e10","0.3"
"2001-11-26 06:51:52","","","","","","","","19.2e10","0.54"
"2001-11-13 10:58:48","","","","","","","","31.2e10","0.83"
"2001-11-11 12:14:02","","","","","","","","13.0e10","0.38"
"2001-10-27 19:20:12","52.7N","3.8E","","","","","","3.6e10","0.12"
"2001-10-14 12:03:11","","","","","","","","8.9e10","0.27"
"2001-10-12 03:11:53","","","","","","","","6.2e10","0.2"
"2001-10-06 06:29:38","","","","","","","","15.8e10","0.45"
"2001-09-25 11:54:06","","","","","","","","4.2e10","0.14"
"2001-08-26 16:08:52","","","","","","","","3.8e10","0.13"
"2001-08-18 13:57:43","","","","","","","","4.0e10","0.13"
"2001-07-26 21:20:19","0.4N","84.8E","","","","","","32.6e10","0.86"
"2001-07-23 22:19:11","41.0N","77.0W","","","","","","124.0e10","2.8"
"2001-05-06 04:30:29","","","","","","","","5.0e10","0.16"
"2001-04-27 09:46:18","","","","","","","","13.0e10","0.38"
"2001-04-23 06:12:35","28.0N","133.6W","29","","","","","460.0e10","9"
"2001-04-14 06:40:36","","","","","","","","2.4e10","0.086"
"2001-04-13 00:29:57","15.3S","162.4E","","","","","","25.1e10","0.68"
"2001-02-09 21:27:55","","","","","","","","10.8e10","0.32"
"2001-02-04 05:53:38","64.0S","97.3E","","","","","","15.1e10","0.44"
"2001-01-28 16:19:18","66.0N","31.3E","","","","","","10.8e10","0.32"
"2000-12-15 13:22:59","41.3N","95.2E","","","","","","26.2e10","0.71"
"2000-12-15 03:46:27","50.4N","58.9E","","","","","","2.7e10","0.095"
"2000-11-28 12:20:13","","","","","","","","11.9e10","0.35"
"2000-11-13 00:28:01","13.6S","5.8W","","","","","","6.6e10","0.21"
"2000-11-06 07:18:57","52.0S","22.2W","","","","","","6.9e10","0.22"
"2000-10-11 23:29:55","31.7S","5.5W","","","","","","8.1e10","0.25"
"2000-09-24 06:57:19","","","","","","","","2.7e10","0.095"
"2000-09-23 04:00:45","58.5S","142.6E","","","","","","2.2e10","0.079"
"2000-09-19 22:12:38","3.2S","133.8W","","","","","","8.9e10","0.27"
"2000-08-25 01:12:25","14.5N","106.1W","","","","","","138.5e10","3.1"
"2000-08-13 03:00:32","36.7N","127.8W","","","","","","6.5e10","0.21"
"2000-08-01 16:48:27","50.2S","101.9W","","","","","","18.2e10","0.51"
"2000-07-31 07:06:34","15.7N","138.5W","","","","","","3.8e10","0.13"
"2000-07-19 17:40:25","17.7S","94.1E","","","","","","10.7e10","0.32"
"2000-07-15 16:13:29","46.6S","163.3E","","","","","","2.1e10","0.076"
"2000-07-09 01:08:45","","","","","","","","12.1e10","0.36"
"2000-07-07 01:34:20","15.0N","140.7E","","","","","","6.5e10","0.21"
"2000-06-27 10:06:51","34.9N","36.8E","","","","","","2.7e10","0.095"
"2000-06-23 09:03:42","69.2N","44.0W","","","","","","2.0e10","0.073"
"2000-06-22 20:02:11","32.9N","159.0E","","","","","","3.0e10","0.1"
"2000-06-18 13:40:02","","","","","","","","13.3e10","0.39"
"2000-06-14 16:39:18","28.1N","107.3E","48","","","","","14.5e10","0.42"
"2000-06-04 03:17:39","","","","","","","","19.0e10","0.53"
"2000-06-03 03:24:49","36.8N","74.8W","","","","","","3.0e10","0.1"
"2000-06-02 18:44:16","27.5S","18.9W","","","","","","3.0e10","0.1"
"2000-05-29 16:46:28","","","","","","","","6.0e10","0.19"
"2000-05-06 11:51:52","49.9N","18.4E","","","","","","2.8e10","0.098"
"2000-05-03 10:40:09","5.0S","73.0E","","","","","","5.9e10","0.19"
"2000-04-21 13:42:20","","","","","","","","8.6e10","0.27"
"2000-04-04 13:38:15","","","","","","","","2.3e10","0.082"
"2000-03-28 15:27:17","1.0N","98.3E","","","","","","6.3e10","0.2"
"2000-03-19 05:11:50","","","","","","","","4.9e10","0.16"
"2000-03-06 08:29:18","58.0N","175.0E","","","","","","96.0e10","2.2"
"2000-02-18 09:25:59","0.9S","109.2E","","","","","","362.0e10","7.3"
"2000-02-17 14:22:07","14.2N","115.9E","","","","","","2.2e10","0.079"
"2000-01-18 16:43:42","60.3N","134.6W","","","","","","105.0e10","2.4"
"2000-01-18 08:33:58","24.3N","94.9W","","","","","","3.5e10","0.12"
"1999-12-16 00:07:22","26.5S","11.3W","","","","","","6.7e10","0.21"
"1999-12-11 17:31:52","","","","","","","","27.3e10","0.74"
"1999-12-10 18:56:50","","","","","","","","2.8e10","0.098"
"1999-12-03 17:24:45","","","","","","","","4.2e10","0.14"
"1999-12-01 19:38:15","","","","","","","","2.3e10","0.082"
"1999-11-30 02:18:53","","","","","","","","4.5e10","0.15"
"1999-11-15 20:01:28","8.1S","75.4E","","","","","","7.4e10","0.23"
"1999-11-07 17:53:06","2.3S","77.4W","","","","","","8.9e10","0.27"
"1999-10-26 17:19:42","13.7N","70.8W","","","","","","8.6e10","0.27"
"1999-09-08 23:55:35","22.4N","0.2E","","","","","","2.8e10","0.098"
"1999-09-08 14:41:53","32.5N","104.6E","32","","","","","9.0e10","0.28"
"1999-08-16 05:18:20","35.0N","107.2W","","","","","","3.6e10","0.12"
"1999-08-06 03:22:37","","","","","","","","6.8e10","0.22"
"1999-08-03 18:25:49","64.7S","18.8W","","","","","","35.6e10","0.93"
"1999-07-10 08:11:42","37.8S","39.6E","52","","","","","32.6e10","0.86"
"1999-07-07 04:14:41","39.5S","174.4E","","","","","","14.0e10","0.41"
"1999-06-25 06:27:41","50.0N","121.0E","69.0","","","","","12.4e10","0.37"
"1999-05-23 07:02:10","16.4S","116.3W","","","","","","2.6e10","0.092"
"1999-04-26 11:33:06","22.5S","6.5E","","","","","","9.2e10","0.28"
"1999-04-26 09:49:26","32.8S","159.1E","","","","","","3.3e10","0.11"
"1999-03-31 23:54:35","17.9S","22.6E","","","","","","23.4e10","0.64"
"1999-03-28 15:37:01","0.8N","97.6E","","","","","","30.4e10","0.81"
"1999-03-02 22:23:25","18.9N","50.5E","","","","","","5.9e10","0.19"
"1999-02-18 23:15:25","54.9S","64.6W","","","","","","15.4e10","0.44"
"1999-02-01 14:24:09","80.0N","154.2E","","","","","","2.8e10","0.098"
"1999-01-19 02:32:21","7.9N","85.8E","","","","","","2.4e10","0.086"
"1999-01-14 08:06:05","44.0S","129.7W","32.0","","","","","506.0e10","9.8"
"1999-01-12 19:24:52","","","","","","","","4.3e10","0.14"
"1999-01-11 05:18:17","","","","","","","","2.4e10","0.086"
"1999-01-02 18:25:51","47.0N","103.0E","65.0","","","","","3.5e10","0.12"
"1998-12-22 09:24:00","","","","","","","","2.7e10","0.095"
"1998-11-23 20:20:14","82.3N","160.1E","","","","","","2.5e10","0.089"
"1998-11-11 16:46:18","6.5N","156.4E","","","","","","65.6e10","1.6"
"1998-10-03 12:58:50","","","","","","","","3.2e10","0.11"
"1998-09-04 09:16:11","","","","","","","","12.8e10","0.38"
"1998-09-01 11:15:04","34.6N","23.6E","","","","","","2.4e10","0.086"
"1998-08-30 00:20:12","","","","","","","","4.1e10","0.14"
"1998-08-08 12:55:22","","","","","","","","2.3e10","0.082"
"1998-07-28 14:16:53","","","","","","","","6.3e10","0.2"
"1998-03-24 09:08:14","","","","","","","","2.7e10","0.095"
"1998-03-22 22:25:37","1.4N","26.6E","","","","","","14.0e10","0.41"
"1998-01-08 16:10:21","","","","","","","","6.2e10","0.2"
"1998-01-04 23:00:27","35.1S","33.4E","30.0","17.1","6.0","-10.6","12.0","7.4e10","0.23"
"1997-12-28 03:58:18","23.1S","152.4E","","","","","","3.1e10","0.11"
"1997-12-09 08:15:55","62.7N","49.9W","","","","","","27.0e10","0.73"
"1997-11-07 07:46:55","57.3S","167.2E","","","","","","80.0e10","1.9"
"1997-10-09 18:47:15","31.8N","106.0W","37.0","","","","","19.0e10","0.53"
"1997-10-01 14:26:43","46.7N","108.9E","","","","","","6.2e10","0.2"
"1997-09-30 12:31:18","38.1S","63.9E","","","","","","2.3e10","0.082"
"1997-09-05 11:41:54","31.1S","56.4E","","","","","","19.0e10","0.53"
"1997-08-20 17:16:43","","","","","","","","2.6e10","0.092"
"1997-08-15 01:05:22","","","","","","","","2.2e10","0.079"
"1997-07-30 03:01:51","","","","","","","","5.0e10","0.16"
"1997-07-04 12:22:33","15.8S","175.8W","","","","","","2.7e10","0.095"
