"0STARLINK-1007"
"2 44941  53.0535 162.3474 0001274  71.0186 289.0941 15.06443061261034"
"0STARLINK-1096"
"1 44942U 20001AE  24274.44642771  .00046636  00000+0  11759-2 0  9999"
"2 44942  53.0097  73.1415 0004336 202.0670 158.0147 15.39423961262248"
"0STARLINK-1108"
"1 44944U 20001AG  24274.83334491  .00350337  00000+0  11537-2 0  9991"
"2 44944  53.0463 148.3863 0002709 237.5446 308.4958 15.89048160261211"
"0STARLINK-1109"
"1 44945U 20001AH  24274.90643806  .00038099  00000+0  25584-2 0  9998"
"2 44945  53.0552 162.4617 0002258 116.8979 243.2241 15.06463976261029"
"0STARLINK-1122"
"1 44949U 20001AM  24275.41878192  .00008887  00000+0  61426-3 0  9995"
"2 44949  53.0529 160.1604 0001418  95.4932 264.6219 15.06428009261105"
"0STARLINK-1117"
"1 44952U 20001AQ  24275.40035788  .00000592  00000+0  58643-4 0  9997"
"2 44952  53.0509 160.2415 0001981  85.6938 274.4277 15.06405343261109"
"0STARLINK-1066"
"1 44954U 20001AS  24275.36534644  .00001094  00000+0  92285-4 0  9997"
"2 44954  53.0531 140.3988 0001540  95.7404 264.3761 15.06406299261322"
"0STARLINK-1076"
"1 44959U 20001AX  24275.34322930  .00010944  00000+0  75199-3 0  9991"
"2 44959  53.0518 140.4988 0002363  71.3823 288.7422 15.06423283261373"
"0STARLINK-1080"
"1 44961U 20001AZ  24275.35059814  .00006859  00000+0  47870-3 0  9998"
"2 44961  53.0516 140.4616 0001286  99.1904 260.9230 15.06415308261382"
"0STARLINK-1088"
"1 44966U 20001BE  24274.71987576  .00043487  00000+0  10814-2 0  9992"
"2 44966  53.0634  74.1049 0000639 274.6271  85.4659 15.39886382262273"
"0STARLINK-1089"
"1 44967U 20001BF  24275.25001157  .00346790  55644-4  11300-2 0  9998"
"2 44967  53.0466 121.2467 0005742 256.2275  69.4031 15.90175093261637"
"0STARLINK-1090"
"1 44968U 20001BG  24275.35429334  .00013329  00000+0  91252-3 0  9996"
"2 44968  53.0526 140.4481 0001517  92.4967 267.6196 15.06379279261383"
"0STARLINK-1092"
"1 44969U 20001BH  24275.34690358  .00002842  00000+0  20942-3 0  9998"
"2 44969  53.0524 140.4863 0002557  77.5898 282.5376 15.06433955261375"
"0STARLINK-1093"
"1 44970U 20001BJ  24274.92671757  .00020110  00000+0  13634-2 0  9992"
"2 44970  53.0547 142.3727 0001833  91.7843 268.3356 15.06446288261302"
"0STARLINK-1107"
"1 44972U 20001BL  24274.88590140  .00053047  00000+0  30768-2 0  9997"
"2 44972  53.0485 141.0260 0003450 140.2516 219.8729 15.11666983261337"
"0STARLINK-1115"
"1 44973U 20001BM  24275.05298428  .00017593  00000+0  83077-3 0  9990"
"2 44973  53.0559 135.3174 0003933 167.7510 192.3581 15.19522534261426"
"0STARLINK-1132"
"1 45044U 20006A   24275.24738620  .00001219  00000+0  10067-3 0  9996"
"2 45044  53.0531 100.9311 0001363  84.6558 275.4587 15.06406368258035"
"0STARLINK-1131"
"1 45047U 20006D   24275.28984110  .00002109  00000+0  16042-3 0  9998"
"2 45047  53.0523 121.2802 0001913  80.1822 279.9383 15.06409018257752"
"0STARLINK-1134"
"1 45048U 20006E   24275.31189637  .00003034  00000+0  22240-3 0  9999"
"2 45048  53.0532 120.6409 0001428  99.6794 260.4356 15.06409819257768"
"0STARLINK-1135"
"1 45049U 20006F   24275.58334491  .00175632  00000+0  19715-2 0  9995"
"2 45049  53.0831   8.7448 0005483 310.0222 204.8160 15.61554937259402"
"0STARLINK-1148"
"1 45052U 20006J   24274.84442075  .00039158  00000+0  17993-2 0  9993"
"2 45052  53.0557 114.8560 0004567 151.3778 208.7469 15.20017221257463"
"0STARLINK-1156"
"1 45054U 20006L   24274.79586346  .00004840  00000+0  34341-3 0  9996"
"2 45054  53.0545 122.9575 0001487  92.5935 267.5224 15.06418064257340"
"0STARLINK-1159"
"1 45057U 20006P   24275.27503577  .00003750  00000+0  27041-3 0  9996"
"2 45057  53.0534 120.8053 0001734  80.8025 279.3160 15.06412216257763"
"0STARLINK-1162"
"1 45058U 20006Q   24275.26764879  .00001547  00000+0  12267-3 0  9996"
"2 45058  53.0521 120.8371 0001859  97.1763 262.9437 15.06416191257762"
"0STARLINK-1166"
"1 45060U 20006S   24275.28608334  .00003200  00000+0  23352-3 0  9999"
"2 45060  53.0519 120.7595 0000972  79.6612 280.4486 15.06414265257761"
"0STARLINK-1169"
"1 45061U 20006T   24274.89538750  .00011142  00000+0  76533-3 0  9993"
"2 45061  53.0517 122.5131 0001248  88.4917 271.6214 15.06416744257360"
"0STARLINK-1171"
"1 45062U 20006U   24275.01333127  .00004757  00000+0  33788-3 0  9999"
"2 45062  53.0522 121.9808 0001219  85.1757 274.9371 15.06415319257722"
"0STARLINK-1133"
"1 45064U 20006W   24275.55701089 -.00003051  00000+0 -18609-3 0  9999"
"2 45064  53.0525  99.5408 0001337  89.6360 270.4782 15.06388400258091"
"0STARLINK-1139"
"1 45065U 20006X   24274.91667824  .00197850  00000+0  17491-2 0  9993"
"2 45065  53.0459  29.9702 0004894 202.7828 257.3508 15.67512824  6008"
"0STARLINK-1145"
"1 45066U 20006Y   24275.53489151  .00002022  00000+0  15457-3 0  9995"
"2 45066  53.0455  99.6384 0002424  86.5633 273.5633 15.06407684258079"
"0STARLINK-1150"
"1 45067U 20006Z   24275.48328855  .00000913  00000+0  80164-4 0  9998"
"2 45067  53.0533  99.8728 0002103  89.2989 270.8241 15.06402865258070"
"0STARLINK-1161"
"1 45068U 20006AA  24275.24668652  .00075252  00000+0  40155-2 0  9997"
"2 45068  53.0489  98.5903 0003573 169.9377 190.1688 15.14481257258060"
"0STARLINK-1167"
"1 45071U 20006AD  24274.85299035  .00005553  00000+0  39122-3 0  9992"
"2 45071  53.0515 102.7000 0001300  88.1812 271.9326 15.06414493257630"
"0STARLINK-1168"
"1 45072U 20006AE  24275.25475390  .00001477  00000+0  11800-3 0  9992"
"2 45072  53.0524 100.8939 0001328  93.3715 266.7426 15.06405378258031"
"0STARLINK-1170"
"1 45073U 20006AF  24275.54595613 -.00006769  00000+0 -43626-3 0  9998"
"2 45073  53.0512  99.5895 0001310  88.2233 271.8906 15.06374774258072"
"0STARLINK-1172"
"1 45074U 20006AG  24275.53120499  .00000431  00000+0  47833-4 0  9997"
"2 45074  53.0512  99.6546 0001538  93.3336 266.7829 15.06396070258070"
"0STARLINK-1174"
"1 45075U 20006AH  24275.56437975 -.00000968  00000+0 -46127-4 0  9993"
"2 45075  53.0504  99.5055 0001312  91.9966 268.1173 15.06395001258092"
"0STARLINK-1177"
"1 45078U 20006AL  24275.52383131 -.00000555  00000+0 -18345-4 0  9999"
"2 45078  53.0511  99.6898 0001699  88.5297 271.5887 15.06401566257729"
"0STARLINK-1153"
"1 45080U 20006AN  24274.84561988  .00004946  00000+0  35057-3 0  9998"
"2 45080  53.0526 102.7336 0001402  84.6008 275.5141 15.06413810257632"
"0STARLINK-1151"
"1 45081U 20006AP  24275.49435614  .00000336  00000+0  41488-4 0  9992"
"2 45081  53.0526  99.8997 0001773  90.2705 269.8487 15.06399753258088"
"0STARLINK-1190"
"1 45083U 20006AR  24275.57360418  .00003230  00000+0  23559-3 0  9996"
"2 45083  53.0507 119.4699 0002082  73.5227 286.5991 15.06405369257800"
"0STARLINK-1173"
"1 45084U 20006AS  24275.48881227  .00000859  00000+0  76527-4 0  9991"
"2 45084  53.0542  79.8484 0001207  89.6293 270.4834 15.06397027258462"
"0STARLINK-1179"
"1 45085U 20006AT  24275.48513116  .00001501  00000+0  11961-3 0  9996"
"2 45085  53.0564  79.8638 0000644 355.2585   4.8398 15.06397416258352"
"0STARLINK-1185"
"1 45087U 20006AV  24274.20980080  .00002470  00000+0  18465-3 0  9997"
"2 45087  53.0524  85.5874 0001511  85.3728 274.7433 15.06405847258277"
"0STARLINK-1183"
"1 45088U 20006AW  24275.49250327  .00000177  00000+0  30741-4 0  9998"
"2 45088  53.0517  79.8298 0000840  59.4315 300.6757 15.06396175258017"
"0STARLINK-1136"
"1 45089U 20006AX  24275.49988648  .00001180  00000+0  98056-4 0  9991"
"2 45089  53.0522  79.8830 0000739  26.9009 333.2018 15.06397782258019"
"0STARLINK-1176"
"1 45090U 20006AY  24275.47681120  .00002911  00000+0  21418-3 0  9996"
"2 45090  53.0522  79.8881 0000501  49.5304 310.5728 15.06407079258010"
"0STARLINK-1137"
"1 45092U 20006BA  24275.45194974  .00000615  00000+0  60194-4 0  9996"
"2 45092  53.0531  80.0107 0002118  89.2253 270.8979 15.06404419258355"
"0STARLINK-1142"
"1 45093U 20006BB  24275.18052650  .00031734  00000+0  19289-2 0  9994"
"2 45093  53.0507  80.5075 0001918 241.1266 118.9532 15.10213444258323"
"0STARLINK-1146"
"1 45094U 20006BC  24275.46206753  .00004860  00000+0  34482-3 0  9994"
"2 45094  53.0537  79.9554 0000892  74.4706 285.6381 15.06407820258363"
"0STARLINK-1147"
"1 45095U 20006BD  24275.19032490  .00002215  00000+0  16756-3 0  9996"
"2 45095  53.0552  81.7644 0001593  90.1449 269.9722 15.06405331258314"
"0STARLINK-1152"
"1 45096U 20006BE  24275.19393777  .00002099  00000+0  15973-3 0  9995"
"2 45096  53.0483  81.1659 0001225 100.1875 259.9252 15.06406852258311"
"0STARLINK-1184"
"1 45098U 20006BG  24275.44089091 -.00000129  00000+0  10211-4 0  9990"
"2 45098  53.0496  80.0568 0000859  68.1594 291.9486 15.06399427256555"
"0STARLINK-1186"
"1 45099U 20006BH  24275.47406928  .00001716  00000+0  13403-3 0  9993"
"2 45099  53.0500  79.9079 0000664 349.5056  10.5919 15.06402388258367"
"0STARLINK-1193"
"1 45100U 20006BJ  24275.50356065  .00000064  00000+0  23180-4 0  9995"
"2 45100  53.0499  79.7771 0000853  47.4922 312.6138 15.06396792258360"
"0STARLINK-1138"
"1 45178U 20012A   24275.20869511  .00000197  00000+0  32141-4 0  9993"
"2 45178  53.0536 241.1059 0001467  98.3365 261.7790 15.06397331255139"
"0STARLINK-1143"
"1 45179U 20012B   24275.05393349  .00000379  00000+0  44332-4 0  9995"
"2 45179  53.0528 242.2217 0001647 104.2727 255.8445 15.06399857255101"
"0STARLINK-1200"
"1 45181U 20012D   24275.19763630 -.00000587  00000+0 -20507-4 0  9998"
"2 45181  53.0535 241.1555 0001230  89.6721 270.4409 15.06401669255134"
"0STARLINK-1201"
"1 45182U 20012E   24275.15156292  .00023571  00000+0  15966-2 0  9992"
"2 45182  53.0528 221.3614 0001661  80.3572 279.7604 15.06385654255418"
"0STARLINK-1202"
"1 45183U 20012F   24275.16814272  .00007319  00000+0  50984-3 0  9995"
"2 45183  53.0533 241.2867 0001527 123.3283 236.7852 15.06392401255139"
"0STARLINK-1205"
"1 45184U 20012G   24275.22528125  .00021365  00000+0  14495-2 0  9995"
"2 45184  53.0531 221.0326 0001197  92.0800 268.0326 15.06383370255391"
"0STARLINK-1216"
"1 45185U 20012H   24275.16077955  .00000683  00000+0  64802-4 0  9998"
"2 45185  53.0521 241.3205 0001460  90.8775 269.2381 15.06384425255130"
"0STARLINK-1224"
"1 45186U 20012J   24275.17551246  .00002402  00000+0  18010-3 0  9990"
"2 45186  53.0523 241.2511 0001316 121.9268 238.1849 15.06398545255137"
"0STARLINK-1225"
"1 45187U 20012K   24275.17921063 -.00002602  00000+0 -15587-3 0  9999"
"2 45187  53.0539 241.2382 0001749  87.7320 272.3869 15.06385981254882"
"0STARLINK-1228"
"1 45188U 20012L   24275.50996299  .00023388  00000+0  15834-2 0  9996"
"2 45188  53.0535 199.4353 0001320 122.8501 237.2615 15.06409289255404"
"0STARLINK-1230"
"1 45189U 20012M   24275.18288969  .00003541  00000+0  25646-3 0  9991"
"2 45189  53.0526 241.2210 0001267 101.0857 259.0275 15.06401064254840"
"0STARLINK-1234"
"1 45190U 20012N   24275.53305965  .00017171  00000+0  11691-2 0  9996"
"2 45190  53.0554 199.6422 0001453 135.4460 224.6646 15.06391409255417"
"0STARLINK-1236"
"1 45191U 20012P   24275.19026025  .00001246  00000+0  10254-3 0  9997"
"2 45191  53.0530 241.1845 0001521 112.1878 247.9272 15.06403078255133"
"0STARLINK-1237"
"1 45192U 20012Q   24275.16446077  .00001991  00000+0  15254-3 0  9990"
"2 45192  53.0527 241.3023 0001381  92.8571 267.2576 15.06397020254846"
"0STARLINK-1240"
"1 45194U 20012S   24275.22343394 -.00000248  00000+0  22593-5 0  9998"
"2 45194  53.0529 241.0392 0001444  91.9123 268.2031 15.06387278254851"
"0STARLINK-1244"
"1 45196U 20012U   24275.20500849 -.00000269  00000+0  82755-6 0  9998"
"2 45196  53.0552 241.1236 0001708 103.1173 257.0006 15.06395413254882"
"0STARLINK-1269"
"1 45197U 20012V   24275.19394935 -.00000477  00000+0 -13135-4 0  9990"
"2 45197  53.0534 241.1698 0001460  87.4934 272.6222 15.06395650254874"
"0STARLINK-1154"
"1 45198U 20012W   24275.11838738  .00011823  00000+0  81150-3 0  9993"
"2 45198  53.0540 221.5056 0001275 117.3532 242.7587 15.06389298255114"
"0STARLINK-1199"
"1 45201U 20012Z   24275.12944543  .00005698  00000+0  40121-3 0  9997"
"2 45201  53.0526 221.4590 0000849  89.3615 270.7471 15.06388789255118"
"0STARLINK-1206"
"1 45204U 20012AC  24275.08889762  .00013015  00000+0  89165-3 0  9999"
"2 45204  53.0525 221.6441 0001268  86.6038 273.5096 15.06373835255112"
"0STARLINK-1208"
"1 45205U 20012AD  24275.17736621  .00013675  00000+0  93550-3 0  9990"
"2 45205  53.0541 221.2424 0001508  98.1497 261.9663 15.06387666255132"
"0STARLINK-1209"
"1 45206U 20012AE  24275.00596447  .00023258  00000+0  15751-2 0  9997"
"2 45206  53.0537 202.0116 0000890  55.5461 304.5612 15.06400611255363"
"0STARLINK-1210"
"1 45207U 20012AF  24274.30304981  .00069229  00000+0  42992-2 0  9995"
"2 45207  53.0548 224.8204 0003372  99.1592 260.9779 15.09057328254996"
"0STARLINK-1219"
"1 45210U 20012AJ  24275.13681864  .00004235  00000+0  30301-3 0  9997"
"2 45210  53.0525 221.4230 0001067  90.5009 269.6102 15.06401309255114"
"0STARLINK-1231"
"1 45212U 20012AL  24275.10365053 -.00002848  00000+0 -17249-3 0  9991"
"2 45212  53.0527 221.5764 0001129 107.1128 252.9984 15.06383247255110"
"0STARLINK-1271"
"1 45217U 20012AR  24275.18105263  .00016691  00000+0  11371-2 0  9997"
"2 45217  53.0525 221.2263 0001358 105.5049 254.6090 15.06388094255125"
"0STARLINK-1187"
"1 45219U 20012AT  24275.51094608  .00001146  00000+0  95840-4 0  9990"
"2 45219  53.0529 199.7563 0001104 100.4621 259.6492 15.06396199255443"
"0STARLINK-1189"
"1 45221U 20012AV  24275.18289553  .00039982  00000+0  26899-2 0  9996"
"2 45221  53.0538 201.2230 0001161  83.6964 276.4157 15.06371735255401"
"0STARLINK-1191"
"1 45222U 20012AW  24275.19027427  .00016685  00000+0  11368-2 0  9998"
"2 45222  53.0542 201.1867 0001255 114.6203 245.4917 15.06385836255404"
"0STARLINK-1212"
"1 45223U 20012AX  24275.07608377  .00030999  00000+0  20920-2 0  9993"
"2 45223  53.0534 202.3520 0001164  96.4357 263.6765 15.06379821255388"
"0STARLINK-1215"
"1 45225U 20012AZ  24275.49620575  .00022546  00000+0  15276-2 0  9992"
"2 45225  53.0532 199.8166 0001369 119.5407 240.5719 15.06401390255452"
"0STARLINK-1217"
"1 45226U 20012BA  24275.10549111 -.00000816  00000+0 -35880-4 0  9990"
"2 45226  53.0535 201.5712 0001345  87.0172 273.0971 15.06383719255361"
"0STARLINK-1221"
"1 45227U 20012BB  24275.17030644  .00099521  00000+0  47974-2 0  9998"
"2 45227  53.0538 196.8499 0005067 125.7080 234.4386 15.17897833255434"
"0STARLINK-1222"
"1 45228U 20012BC  24274.99860712  .00033828  00000+0  22808-2 0  9992"
"2 45228  53.0540 202.0460 0001251  59.2429 300.8683 15.06370780255371"
"0STARLINK-1226"
"1 45229U 20012BD  24274.82905154  .00015175  00000+0  10356-2 0  9995"
"2 45229  53.0542 202.8100 0000972 121.9754 238.1330 15.06393551256183"
"0STARLINK-1227"
"1 45230U 20012BE  24275.09075189  .00021111  00000+0  14325-2 0  9990"
"2 45230  53.0533 201.6347 0001357 104.9029 255.2110 15.06383895255397"
"0STARLINK-1235"
"1 45232U 20012BG  24275.13882068  .00126576  00000+0  36026-2 0  9992"
"2 45232  53.0662 169.9218 0012763  88.8591 271.3873 15.35121066255838"
"0STARLINK-1238"
"1 45233U 20012BH  24275.21328513  .00010738  00000+0  73895-3 0  9990"
"2 45233  53.0532 221.0734 0001598  86.9222 273.1950 15.06387421255127"
"0STARLINK-1246"
"1 45235U 20012BK  24275.10548933 -.00001405  00000+0 -75419-4 0  9998"
"2 45235  53.0511 241.5686 0001711  96.2236 263.8948 15.06397400254866"
"0STARLINK-1247"
"1 45236U 20012BL  24275.08706364  .00021910  00000+0  14858-2 0  9999"
"2 45236  53.0534 201.6511 0001350 101.5844 258.5297 15.06384696255390"
"0STARLINK-1270"
"1 45237U 20012BM  24275.50726178  .00007791  00000+0  54150-3 0  9993"
"2 45237  53.0534 199.7679 0001315  98.9540 261.1597 15.06389400255454"
"0STARLINK-1279"
"1 45360U 20019A   24275.53213236  .00002174  00000+0  16496-3 0  9997"
